IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
47.76.62.62,8443,0,true,HKG,Asia Pacific,Hong Kong,40,1.70
3.9.115.188,8443,443,true,LHR,Europe,London,199,1.53
34.254.238.110,8443,0,true,DUB,Europe,Dublin,229,1.38
13.60.115.44,8443,0,true,ARN,Europe,Stockholm,196,1.22
130.162.226.138,8443,0,true,FRA,Europe,Frankfurt,204,1.09
3.122.204.6,8443,0,true,FRA,Europe,Frankfurt,285,1.08
18.196.92.175,8443,0,true,FRA,Europe,Frankfurt,172,1.04
3.127.89.62,8443,443,true,FRA,Europe,Frankfurt,220,0.97
18.192.113.68,8443,0,true,FRA,Europe,Frankfurt,200,0.81
3.121.208.144,8443,0,true,FRA,Europe,Frankfurt,198,0.81
13.38.14.190,8443,0,true,CDG,Europe,Paris,221,0.79
15.237.137.128,8443,443,true,CDG,Europe,Paris,203,0.79
3.66.67.78,8443,0,true,FRA,Europe,Frankfurt,165,0.78
18.156.73.240,8443,0,true,FRA,Europe,Frankfurt,198,0.74
13.49.224.11,8443,0,true,ARN,Europe,Stockholm,219,0.72
89.168.68.57,8443,0,true,FRA,Europe,Frankfurt,199,0.67
3.79.59.119,8443,443,true,FRA,Europe,Frankfurt,201,0.66
18.170.222.71,8443,0,true,LHR,Europe,London,221,0.64
54.213.215.13,8443,443,true,SEA,North America,Seattle,258,0.63
51.107.8.47,8443,0,true,MXP,Europe,Milan,258,0.63
63.32.194.15,8443,0,true,DUB,Europe,Dublin,216,0.60
74.241.193.85,8443,0,true,ARN,Europe,Stockholm,304,0.54
3.78.24.246,8443,0,true,FRA,Europe,Frankfurt,197,0.54
3.76.210.181,8443,0,true,FRA,Europe,Frankfurt,244,0.54
16.16.45.85,8443,443,true,ARN,Europe,Stockholm,215,0.48
192.210.243.216,8443,0,true,YYZ,North America,Toronto,263,0.46
4.172.225.82,8443,443,true,YYZ,North America,Toronto,263,0.43
20.251.105.41,8443,0,true,CPH,Europe,Copenhagen,305,0.43
146.235.59.153,8443,443,true,GRU,South America,São Paulo,468,0.40
18.196.75.17,8443,0,true,FRA,Europe,Frankfurt,208,0.39
137.116.91.147,8443,443,true,IAD,North America,Ashburn,270,0.38
47.236.75.163,8443,0,true,SIN,Asia Pacific,Singapore,192,0.38
129.159.83.88,8443,443,true,IAD,North America,Ashburn,304,0.38
51.20.136.153,8443,443,true,AMS,Europe,Amsterdam,258,0.36
158.101.199.249,8443,443,true,AMS,Europe,Amsterdam,199,0.36
3.110.195.33,8443,443,true,BOM,Asia Pacific,Mumbai,220,0.35
20.200.127.8,8443,0,true,YYZ,North America,Toronto,263,0.35
20.233.57.238,8443,0,true,BOM,Asia Pacific,Mumbai,203,0.34
3.140.142.249,8443,0,true,CMH,North America,Columbus,218,0.32
3.11.114.146,8443,443,true,LHR,Europe,London,196,0.32
16.16.114.102,8443,0,true,ARN,Europe,Stockholm,199,0.30
13.36.64.125,8443,0,true,CDG,Europe,Paris,197,0.30
4.172.225.98,8443,0,true,YYZ,North America,Toronto,308,0.30
4.239.248.70,8443,443,true,YYZ,North America,Toronto,271,0.29
20.254.64.183,8443,443,true,SJC,North America,London,263,0.28
15.156.203.151,8443,443,true,DFW,North America,Dallas,258,0.27
15.222.245.142,8443,443,true,YUL,North America,Montréal,261,0.27
34.106.175.80,8443,0,true,SLC,North America,Salt Lake City,266,0.25
206.223.84.77,8443,443,true,LAX,North America,Los Angeles,211,0.22
51.44.18.28,8443,443,true,CDG,Europe,Paris,202,0.20
51.116.121.38,8443,0,true,FRA,Europe,Frankfurt,255,0.15
18.185.239.85,8443,0,true,FRA,Europe,Frankfurt,193,0.12
158.178.129.114,8443,0,true,TLV,Middle East,Tel Aviv,263,0.11
8.213.208.51,8443,0,true,SIN,Asia Pacific,Singapore,502,0.09
47.89.149.186,8443,0,true,IAD,North America,Ashburn,360,0.05
23.94.216.231,8443,443,true,AMS,Europe,Amsterdam,202,0.00
158.180.49.11,8443,443,true,FRA,Europe,Frankfurt,198,0.00
104.210.3.231,8443,0,true,IAD,North America,Ashburn,260,0.00
158.179.207.182,8443,443,true,ARN,Europe,Stockholm,202,0.00
3.98.54.22,8443,0,true,YUL,North America,Montréal,263,0.00
141.11.139.211,8443,443,true,NRT,Asia Pacific,Tokyo,505,0.00
8.211.2.2,8443,0,true,FRA,Europe,Frankfurt,258,0.00
